gene_model,gene_name,unique_gene_id
KH.C9.785,DES; GFAP; VIM,Cirobu.g00010366
KH.C9.786,RRP1; RRP1B,Cirobu.g00010367
KH.C9.787,SULT1A1; SULT1A2; SULT1A4,Cirobu.g00010368
KH.C9.788,ITGA2; ITGA5; ITGA8,Cirobu.g00010369
KH.C9.789,GNAI1; GNAI2; GNAI3,Cirobu.g00010370
KH.C9.79,KH.C9.79,Cirobu.g00010371
KH.C9.790,KH.C9.790,Cirobu.g00010372
KH.C9.791,ITGA11; ITGA2; ITGAM,Cirobu.g00010373
KH.C9.792,FMO2; FMO4; FMO5,Cirobu.g00010374
KH.C9.793,KH.C9.793,Cirobu.g00010375
KH.C9.794,KH.C9.794,Cirobu.g00010376
KH.C9.795,KH.C9.795,Cirobu.g00010377
KH.C9.796,HSD11B1; HSD11B1L; HSD17B13,Cirobu.g00010378
KH.C9.797,STUB1; UBE4A; UBE4B,Cirobu.g00010379
KH.C9.798,KH.C9.798,Cirobu.g00010380
KH.C9.799,FUT5; FUT6; FUT9,Cirobu.g00010381
KH.C9.8,DDB2; WDR76; WDR87,Cirobu.g00010382
KH.C9.80,DCUN1D1; DCUN1D4; DCUN1D5,Cirobu.g00010383
KH.C9.800,KH.C9.800,Cirobu.g00010384
KH.C9.801,KH.C9.801,Cirobu.g00010385
KH.C9.802,SLC17A5; SLC17A7; SLC17A9,Cirobu.g00010386
KH.C9.803,CISH; GRB2; SRMS,Cirobu.g00010387
KH.C9.804,DHTKD1; OGDH; OGDHL,Cirobu.g00010388
KH.C9.805,KH.C9.805,Cirobu.g00010389
KH.C9.806,BMP1; MEP1A; TLL1,Cirobu.g00010390
KH.C9.807,ITGA2; ITGA2B; ITGAM,Cirobu.g00010391
KH.C9.808,ALS2CR12,Cirobu.g00010392
KH.C9.809,AC139530.2; MRPL12,Cirobu.g00010393
KH.C9.81,NLRC3; NLRP3; NLRP9,Cirobu.g00010394
KH.C9.810,GORAB,Cirobu.g00010395
KH.C9.811,CNTRL; LRRC23; LRRIQ3,Cirobu.g00010396
KH.C9.812,SLC16A1; SLC16A12; SLC16A7,Cirobu.g00010397
KH.C9.813,MAP3K19; MAP3K2; MAP3K3,Cirobu.g00010398
KH.C9.814,KH.C9.814,Cirobu.g00010399
KH.C9.815,FBXW7; NLE1; ZNF106,Cirobu.g00010400
KH.C9.816,FAM126A; FAM126B,Cirobu.g00010401
KH.C9.817,KH.C9.817,Cirobu.g00010402
KH.C9.818,KH.C9.818,Cirobu.g00010403
KH.C9.819,KH.C9.819,Cirobu.g00010404
KH.C9.82,IVNS1ABP; KLHL20; KLHL3,Cirobu.g00010405
KH.C9.821,DPP4; DPP6; FAP,Cirobu.g00010406
KH.C9.822,NDUFA12; NDUFAF2,Cirobu.g00010407
KH.C9.823,KH.C9.823,Cirobu.g00010408
KH.C9.824,UBE2D1; UBE2D2; UBE2D4,Cirobu.g00010409
KH.C9.825,ABHD8; BPHL; EPHX3,Cirobu.g00010410
KH.C9.826,C18orf63,Cirobu.g00010411
KH.C9.827,KH.C9.827,Cirobu.g00010412
KH.C9.828,EARS2; EPRS; QARS,Cirobu.g00010413
KH.C9.829,KH.C9.829,Cirobu.g00010414
KH.C9.83,RAB11FIP3; RAB11FIP4,Cirobu.g00010415
KH.C9.830,COLEC10; COLEC11; SFTPD,Cirobu.g00010416
KH.C9.831,KH.C9.831,Cirobu.g00010417
KH.C9.832,ADGRD1; ADGRL2; ADGRL3,Cirobu.g00010418
KH.C9.833,LETM1; LETMD1,Cirobu.g00010419
KH.C9.834,ITPA,Cirobu.g00010420
KH.C9.835,KH.C9.835,Cirobu.g00010421
KH.C9.836,HSPA1L; HSPA2; HSPA5,Cirobu.g00010422
KH.C9.837,KH.C9.837,Cirobu.g00010423
KH.C9.838,RB1; RBL1; RBL2,Cirobu.g00010424
KH.C9.839,LPA; PLG; SEMA5B,Cirobu.g00010425
KH.C9.84,COL6A5; COL6A6; MATN2,Cirobu.g00010426
KH.C9.840,HEATR6,Cirobu.g00010427
KH.C9.841,KH.C9.841,Cirobu.g00010428
KH.C9.842,LINGO1; LINGO2; LINGO3,Cirobu.g00010429
KH.C9.843,NLRC3; NLRP5; NOD2,Cirobu.g00010430
KH.C9.844,KH.C9.844,Cirobu.g00010431
KH.C9.845,KH.C9.845,Cirobu.g00010432
KH.C9.846,KH.C9.846,Cirobu.g00010433
KH.C9.847,MYLK; ROR2; TTN,Cirobu.g00010434
KH.C9.848,SQSTM1,Cirobu.g00010435
KH.C9.849,KH.C9.849,Cirobu.g00010436
KH.C9.85,FAM117A; FAM117B; GLCCI1,Cirobu.g00010437
KH.C9.850,ASTL; BMP1; MEP1A,Cirobu.g00010438
KH.C9.851,ATP13A1; ATP13A3; ATP13A5,Cirobu.g00010439
KH.C9.852,USH2A,Cirobu.g00010440
KH.C9.853,TDRD1; TDRD5; TDRD7,Cirobu.g00010441
KH.C9.854,DYSF; FER1L5; MYOF,Cirobu.g00010442
KH.C9.855,LRP1B; NRG4,Cirobu.g00010443
KH.C9.856,HSPE1-MOB4; MOB1B; MOB4,Cirobu.g00010444
KH.C9.857,PARP12; PARP14; TIPARP,Cirobu.g00010445
KH.C9.858,KH.C9.858,Cirobu.g00010446
KH.C9.859,CDC42; RAC2; RAC3,Cirobu.g00010447
KH.C9.86,COL22A1; COL28A1; COL6A2,Cirobu.g00010448
KH.C9.860,GABRB1; GABRB2; GABRB3,Cirobu.g00010449
KH.C9.861,KH.C9.861,Cirobu.g00010450
KH.C9.862,KH.C9.862,Cirobu.g00010451
KH.C9.863,DHRS11; KDSR,Cirobu.g00010452
KH.C9.864,EPN1; EPN2; EPN3,Cirobu.g00010453
KH.C9.866,POC1A; POC1B; WRAP73,Cirobu.g00010454
KH.C9.867,CNFN; PLAC8; PLAC8L1,Cirobu.g00010455
KH.C9.868,KH.C9.868,Cirobu.g00010456
KH.C9.869,FUT3; FUT5; FUT6,Cirobu.g00010457
KH.C9.87,COX16; SYNJ2BP-COX16,Cirobu.g00010458
KH.C9.871,DOLPP1,Cirobu.g00010459
KH.C9.872,ATOH1; ATOH8; NEUROD4,Cirobu.g00010460
KH.C9.873,LACTB; LACTBL1,Cirobu.g00010461
KH.C9.874,KH.C9.874,Cirobu.g00010462
KH.C9.875,KH.C9.875,Cirobu.g00010463
KH.C9.876,CCDC173,Cirobu.g00010464
KH.C9.877,KIF13B; KIF14; KIF1C,Cirobu.g00010465
KH.C9.878,KLHL12; KLHL17; KLHL20,Cirobu.g00010466
KH.C9.879,WDR6,Cirobu.g00010467
KH.C9.88,UBE2A; UBE2B; UBE2D4,Cirobu.g00010468
KH.C9.880,DCXR; DHRS4; PECR,Cirobu.g00010469
KH.C9.881,SQSTM1,Cirobu.g00010470
KH.C9.882,KH.C9.882,Cirobu.g00010471
KH.C9.883,PITPNA; PITPNB; PITPNM2,Cirobu.g00010472
KH.C9.884,STPG1; STPG2,Cirobu.g00010473
KH.C9.885,AVPR1A; AVPR1B; OXTR,Cirobu.g00010474
KH.C9.886,KH.C9.886,Cirobu.g00010475
KH.C9.887,MLPH; MYRIP; RPH3A,Cirobu.g00010476
KH.C9.888,SNAPC3,Cirobu.g00010477
KH.C9.889,SMCP,Cirobu.g00010478
KH.C9.89,KH.C9.89,Cirobu.g00010479
KH.C9.890,CSMD1; CSMD3; CUBN,Cirobu.g00010480
KH.C9.891,MBD2; MBD3; MBD3L1,Cirobu.g00010481
KH.C9.892,RXRA; RXRB; RXRG,Cirobu.g00010482
KH.C9.893,PARP14; PARP15; PARP9,Cirobu.g00010483
KH.C9.894,KH.C9.894,Cirobu.g00010484
KH.C9.896,ADH1B; ADH1C; SORD,Cirobu.g00010485
KH.C9.897,FCN2; FIBCD1; TNR,Cirobu.g00010486
KH.C9.9,ACADL; ACADS; IVD,Cirobu.g00010487
KH.C9.90,RAC1; RAC2; RAC3,Cirobu.g00010488
KH.C9.91,ENDOU; ENPP2; PRG4,Cirobu.g00010489
KH.C9.92,ADAP1; ADAP2; DEF6,Cirobu.g00010490
KH.C9.93,KH.C9.93,Cirobu.g00010491
KH.C9.94,KH.C9.94,Cirobu.g00010492
KH.C9.95,ACAD10; ACAD11; ACADS,Cirobu.g00010493
KH.C9.96,DNAJA2; DNAJB11; DNAJB4,Cirobu.g00010494
KH.C9.97,UNC93A; UNC93B1,Cirobu.g00010495
KH.C9.98,SENP2; SENP3; SENP3-EIF4A1,Cirobu.g00010496
KH.C9.99,TMC4; TMC7,Cirobu.g00010497
KH.L100.1,KH.L100.1,Cirobu.g00010534
KH.L100.2,GALNT12; GALNT4; POC1B-GALNT4,Cirobu.g00010535
KH.L100.3,EPX; TPO,Cirobu.g00010536
KH.L100.4,KH.L100.4,Cirobu.g00010537
KH.L10.1,GCH1,Cirobu.g00010499
KH.L10.10,AC138811.2; RPS15A,Cirobu.g00010500
KH.L10.11,GPR50; MTNR1A; TACR3,Cirobu.g00010501
KH.L101.1,GRAMD1A; GRAMD1B; GRAMD1C,Cirobu.g00010538
KH.L101.10,FUT11,Cirobu.g00010539
KH.L101.11,KH.L101.11,Cirobu.g00010540
KH.L10.12,DNAI2; DYNC1I1; DYNC1I2,Cirobu.g00010502
KH.L101.2,THAP9,Cirobu.g00010541
KH.L10.13,KH.L10.13,Cirobu.g00010503
KH.L101.3,KH.L101.3,Cirobu.g00010542
KH.L10.14,AK2; AK3; AK8,Cirobu.g00010504
KH.L101.4,KH.L101.4,Cirobu.g00010543
KH.L10.15,KH.L10.15,Cirobu.g00010505
KH.L101.5,KH.L101.5,Cirobu.g00010544
KH.L10.16,KH.L10.16,Cirobu.g00010506
KH.L101.6,KH.L101.6,Cirobu.g00010545
KH.L10.17,NHLRC2; TRIM71,Cirobu.g00010507
KH.L101.7,KH.L101.7,Cirobu.g00010546
KH.L10.18,KH.L10.18,Cirobu.g00010508
KH.L101.8,ATP6V1H,Cirobu.g00010547
KH.L10.2,GPR152,Cirobu.g00010509
KH.L10.20,KH.L10.20,Cirobu.g00010510
KH.L10.21,CNTN3; SDK2,Cirobu.g00010511
KH.L102.1,SH3BP5; SH3BP5L,Cirobu.g00010548
KH.L102.10,VARS,Cirobu.g00010549
KH.L10.22,KH.L10.22,Cirobu.g00010512
KH.L102.2,DAB2IP; RASAL2; SYNGAP1,Cirobu.g00010550
KH.L10.23,KH.L10.23,Cirobu.g00010513
KH.L102.3,PHYH; PHYHD1,Cirobu.g00010551
KH.L10.24,KH.L10.24,Cirobu.g00010514
KH.L102.4,SERPINB3; SERPINB9; SERPINC1,Cirobu.g00010552
KH.L10.25,SMC1A; SMC1B; SMC4,Cirobu.g00010515
KH.L102.5,MED31,Cirobu.g00010553
KH.L10.26,KLHL2; KLHL20; KLHL8,Cirobu.g00010516
KH.L102.6,MRPS18B,Cirobu.g00010554
KH.L10.27,LRGUK; NISCH; STK11IP,Cirobu.g00010517
KH.L102.7,KCNB1; KCNB2; KCNF1,Cirobu.g00010555
KH.L10.28,KH.L10.28,Cirobu.g00010518
KH.L102.8,TBC1D13; TBC1D22B; TBC1D5,Cirobu.g00010556
KH.L10.29,BTBD9; SPOP; SPOPL,Cirobu.g00010519
KH.L102.9,SMPD1; SMPDL3A; SMPDL3B,Cirobu.g00010557
KH.L10.3,ADH1B; ADH1C; ADH4,Cirobu.g00010520
KH.L10.30,MARC1; MARC2; MOCOS,Cirobu.g00010521
KH.L10.31,COL12A1; MATN2; MATN4,Cirobu.g00010522
KH.L103.1,KH.L103.1,Cirobu.g00010558
KH.L10.32,NOTCH1; NOTCH2; NOTCH3,Cirobu.g00010523
KH.L10.33,IQCA1; IQCA1L; SPAST,Cirobu.g00010524
KH.L10.34,METTL27,Cirobu.g00010525
KH.L10.35,KH.L10.35,Cirobu.g00010526
KH.L10.36,KH.L10.36,Cirobu.g00010527
KH.L10.4,TRAF3IP1,Cirobu.g00010528
KH.L104.1,KH.L104.1,Cirobu.g00010559
KH.L104.2,KH.L104.2,Cirobu.g00010560
KH.L104.3,ATL1; ATL2; ATL3,Cirobu.g00010561
KH.L104.4,ANKK1; MAP3K20; RIPK1,Cirobu.g00010562
KH.L104.5,KH.L104.5,Cirobu.g00010563
KH.L104.6,ATL1; ATL2; ATL3,Cirobu.g00010564
KH.L10.5,CKB; CKM; CKMT2,Cirobu.g00010529
KH.L105.1,ADH1A; ADH5; SORD,Cirobu.g00010565
KH.L105.2,KH.L105.2,Cirobu.g00010566
KH.L105.3,KH.L105.3,Cirobu.g00010567
KH.L105.4,ARHGAP35; ARHGAP5; CHN2,Cirobu.g00010568
KH.L10.6,CPT1C; CRAT; CROT,Cirobu.g00010530
KH.L106.1,USO1,Cirobu.g00010569
KH.L106.10,FRY; FRYL,Cirobu.g00010570
KH.L106.11,NSMCE2,Cirobu.g00010571
KH.L106.12,MCM3; MCM5; MCM7,Cirobu.g00010572
KH.L106.13,DENND4A; DENND5A; DENND5B,Cirobu.g00010573
KH.L106.14,MRPL38; PEBP1; PEBP4,Cirobu.g00010574
KH.L106.15,ARHGDIA; ARHGDIB; ARHGDIG,Cirobu.g00010575
KH.L106.16,BMP10; GDF2; NODAL,Cirobu.g00010576
KH.L106.17,EXOSC2,Cirobu.g00010577
KH.L106.18,MCM2; MCM6; MCM9,Cirobu.g00010578
KH.L106.19,ARPC2,Cirobu.g00010579
KH.L106.2,RASL11A; RASL11B; RERG,Cirobu.g00010580
KH.L106.20,KH.L106.20,Cirobu.g00010581
KH.L106.21,KH.L106.21,Cirobu.g00010582
KH.L106.3,KH.L106.3,Cirobu.g00010583
KH.L106.4,C21orf33; FP565260.2; FP565260.6,Cirobu.g00010584
KH.L106.5,MYH6; MYH7; MYH7B,Cirobu.g00010585
KH.L106.6,ZBTB44; ZBTB6; ZBTB8B,Cirobu.g00010586
KH.L106.7,KH.L106.7,Cirobu.g00010587
KH.L106.8,ARHGDIA; ARHGDIB; ARHGDIG,Cirobu.g00010588
KH.L106.9,KH.L106.9,Cirobu.g00010589
KH.L10.7,NME5; NME6; NME7,Cirobu.g00010531
KH.L107.1,MYSM1; SMARCC1; SMARCC2,Cirobu.g00010590
KH.L107.10,ITPK1,Cirobu.g00010591
KH.L107.11,KH.L107.11,Cirobu.g00010592
KH.L107.12,ADGRD1,Cirobu.g00010593
KH.L107.2,DTD1; DTD2,Cirobu.g00010594
KH.L107.3,B3GALT5; B3GNT3; B3GNT5,Cirobu.g00010595
KH.L107.4,SYF2,Cirobu.g00010596
KH.L107.5,AP003419.1; POLD4,Cirobu.g00010597
KH.L107.6,KH.L107.6,Cirobu.g00010598
KH.L107.7,LHX1; LHX5,Cirobu.g00010599
KH.L107.8,B3GALT2; B3GALT5; B3GNT5,Cirobu.g00010600
KH.L107.9,KH.L107.9,Cirobu.g00010601
KH.L10.8,MIOX,Cirobu.g00010532
KH.L108.1,LPXN; PXN; TGFB1I1,Cirobu.g00010602
KH.L108.10,KLHL13; KLHL36; KLHL9,Cirobu.g00010603
KH.L108.11,KH.L108.11,Cirobu.g00010604
KH.L108.12,PABPC1; PABPC3; PABPC4,Cirobu.g00010605
KH.L108.13,HAUS4,Cirobu.g00010606
KH.L108.14,MTHFS; POLR3K; ST20-MTHFS,Cirobu.g00010607
KH.L108.15,STX1A; STX1B; STX2,Cirobu.g00010608
KH.L108.16,LRP2; SORL1; VLDLR,Cirobu.g00010609
KH.L108.17,KH.L108.17,Cirobu.g00010610
KH.L108.18,GNB3; PWP1; SNRNP40,Cirobu.g00010611
KH.L108.19,AC022826.2; UBE2E3; UBE2W,Cirobu.g00010612
KH.L108.2,UTP20,Cirobu.g00010613
KH.L108.20,NAV1; NAV2; NAV3,Cirobu.g00010614
KH.L108.21,KIF13A; KIF13B; KIF1C,Cirobu.g00010615
KH.L108.22,GID8; RANBP9,Cirobu.g00010616
KH.L108.23,KH.L108.23,Cirobu.g00010617
KH.L108.24,SLC2A10; SLC2A12; SLC2A13,Cirobu.g00010618
KH.L108.25,TTLL12; TTLL2; TTLL5,Cirobu.g00010619
KH.L108.26,KH.L108.26,Cirobu.g00010620
KH.L108.27,KH.L108.27,Cirobu.g00010621
KH.L108.28,C1QTNF1; C1QTNF4; C1QTNF6,Cirobu.g00010622
KH.L108.29,KH.L108.29,Cirobu.g00010623
KH.L108.3,AC010132.3; PSMA2; PSMA6,Cirobu.g00010624
KH.L108.30,GP2; UMOD; UMODL1,Cirobu.g00010625
KH.L108.31,KH.L108.31,Cirobu.g00010626
KH.L108.32,FER; TEK; TIE1,Cirobu.g00010627
KH.L108.33,KH.L108.33,Cirobu.g00010628
KH.L108.34,KH.L108.34,Cirobu.g00010629
KH.L108.35,CSE1L; IPO11; IPO9,Cirobu.g00010630
KH.L108.36,NCAPH2,Cirobu.g00010631
KH.L108.37,PCGF1; PCGF3; PCGF6,Cirobu.g00010632
KH.L108.38,MUC2; MUC5AC; MUC5B,Cirobu.g00010633
KH.L108.39,PSMC1; PSMC3; PSMC5,Cirobu.g00010634
KH.L108.4,CREB3L1; CREB3L2; CREB3L3,Cirobu.g00010635
KH.L108.40,PRMT6; PRMT7; PRMT9,Cirobu.g00010636
KH.L108.41,KH.L108.41,Cirobu.g00010637
KH.L108.42,CBR4; HPGD; HSD17B10,Cirobu.g00010638
KH.L108.43,AC243734.1; AC254952.1; CHRNA7,Cirobu.g00010639
KH.L108.44,ASTE1,Cirobu.g00010640
KH.L108.45,PTDSS1; PTDSS2,Cirobu.g00010641
KH.L108.46,KH.L108.46,Cirobu.g00010642
KH.L108.47,SVEP1; VWDE; WIF1,Cirobu.g00010643
KH.L108.48,KH.L108.48,Cirobu.g00010644
KH.L108.49,KH.L108.49,Cirobu.g00010645
KH.L108.5,LEMD3; RBM23; RBM39,Cirobu.g00010646
KH.L108.50,RAD1,Cirobu.g00010647
KH.L108.51,KH.L108.51,Cirobu.g00010648
KH.L108.52,KH.L108.52,Cirobu.g00010649
KH.L108.53,KH.L108.53,Cirobu.g00010650
KH.L108.54,CDYL2; ECHDC3; ECHS1,Cirobu.g00010651
KH.L108.55,KH.L108.55,Cirobu.g00010652
KH.L108.56,DEPDC1; DEPDC1B; DEPDC7,Cirobu.g00010653
KH.L108.57,KH.L108.57,Cirobu.g00010654
KH.L108.58,FAM102A; FAM102B,Cirobu.g00010655
KH.L108.59,KH.L108.59,Cirobu.g00010656
KH.L108.6,KIF13A; KIF13B; KIF1B,Cirobu.g00010657
KH.L108.60,POLR2I; POLR3K; TCEA1,Cirobu.g00010658
KH.L108.7,ADGRD1,Cirobu.g00010659
KH.L108.8,CHST11; CHST13; CHST14,Cirobu.g00010660
KH.L108.9,SLC27A1; SLC27A2; SLC27A4,Cirobu.g00010661
KH.L10.9,COL6A3; COL6A5; VWA2,Cirobu.g00010533
KH.L109.1,ING2; ING3; ING4,Cirobu.g00010662
KH.L109.2,KH.L109.2,Cirobu.g00010663
KH.L109.3,PIGG; PIGN; PIGO,Cirobu.g00010664
KH.L109.4,PRSS1; PRSS2,Cirobu.g00010665
KH.L109.5,ADGRG4; ADGRL1; ADGRL3,Cirobu.g00010666
KH.L109.6,DAB2IP; NF1; RASAL2,Cirobu.g00010667
KH.L109.7,KH.L109.7,Cirobu.g00010668
KH.L109.9,NLRC5; NLRP2; NLRP5,Cirobu.g00010669
KH.L1.1,TRAF2; TRAF3; TRAF5,Cirobu.g00010498
KH.L110.1,CEP63,Cirobu.g00010677
KH.L110.2,MRPL27,Cirobu.g00010678
KH.L110.3,CYP7A1; CYP7B1; CYP8B1,Cirobu.g00010679
KH.L11.1,CPEB2; CPEB3; CPEB4,Cirobu.g00010670
KH.L111.1,ADAM12; ADAM19; ADAM9,Cirobu.g00010680
KH.L111.2,KH.L111.2,Cirobu.g00010681
KH.L111.3,KH.L111.3,Cirobu.g00010682
KH.L11.2,KIAA0232,Cirobu.g00010671
KH.L112.1,SNRPC; WBP4; ZMAT5,Cirobu.g00010683
KH.L112.10,MAGEL2,Cirobu.g00010684
KH.L112.11,KH.L112.11,Cirobu.g00010685
KH.L112.12,CHSY1; CHSY3; CSGALNACT1,Cirobu.g00010686
KH.L112.13,RBX1; RNF126; RNF7,Cirobu.g00010687
KH.L112.14,PARK7,Cirobu.g00010688
KH.L112.15,ANK1; ANK3; TRPA1,Cirobu.g00010689
KH.L112.16,CEBPG; CREB5; JUN,Cirobu.g00010690
KH.L112.17,KH.L112.17,Cirobu.g00010691
KH.L112.18,KH.L112.18,Cirobu.g00010692
KH.L112.19,FBXO4,Cirobu.g00010693
KH.L112.2,MED15,Cirobu.g00010694
KH.L112.20,KH.L112.20,Cirobu.g00010695
KH.L112.21,BPNT1; IMPAD1; INPP1,Cirobu.g00010696
KH.L112.22,TMEM236,Cirobu.g00010697
KH.L112.23,ZFX; ZFY; ZNF598,Cirobu.g00010698
KH.L112.24,CCDC39,Cirobu.g00010699
KH.L112.25,SMC2; SMC3; SMC4,Cirobu.g00010700
KH.L112.26,B3GLCT; LFNG; RFNG,Cirobu.g00010701
KH.L112.27,FYN; SRC; YES1,Cirobu.g00010702
KH.L112.28,TIMM10B; TIMM9,Cirobu.g00010703
KH.L112.29,KH.L112.29,Cirobu.g00010704
KH.L112.3,DNAJB14; DNAJC1; DNAJC2,Cirobu.g00010705
KH.L112.30,COL12A1; MATN2; VIT,Cirobu.g00010706
KH.L112.31,ALS2; MORN1; RSPH10B,Cirobu.g00010707
KH.L112.32,GRK4; GRK5; GRK6,Cirobu.g00010708
KH.L112.33,KH.L112.33,Cirobu.g00010709
KH.L112.34,PRRX2; SHOX; SHOX2,Cirobu.g00010710
KH.L112.4,KH.L112.4,Cirobu.g00010711
KH.L112.5,COL12A1; COL20A1; COL6A6,Cirobu.g00010712
KH.L112.6,AKR7A2; AKR7A3; AKR7L,Cirobu.g00010713
KH.L112.7,MBOAT7,Cirobu.g00010714
KH.L112.8,DEF8; PLEKHM3; RUBCN,Cirobu.g00010715
KH.L112.9,OSBPL10; OSBPL11; OSBPL9,Cirobu.g00010716
KH.L11.3,SLCO3A1; SLCO4C1; SLCO5A1,Cirobu.g00010672
KH.L113.1,RUFY1; RUFY2; RUFY3,Cirobu.g00010717
KH.L113.2,ANKK1; RIPK1; RIPK3,Cirobu.g00010718
KH.L113.4,BIRC2; BIRC3; BIRC7,Cirobu.g00010719
KH.L11.4,KH.L11.4,Cirobu.g00010673
KH.L114.1,TMEM86A; TMEM86B,Cirobu.g00010720
KH.L114.10,ADH1B; ADH1C; ADH5,Cirobu.g00010721
KH.L114.11,KH.L114.11,Cirobu.g00010722
KH.L114.12,MS4A4A,Cirobu.g00010723
KH.L114.13,LTC4S; MGST2; MGST3,Cirobu.g00010724
KH.L114.2,EIF3I; POC1A; STRAP,Cirobu.g00010725
KH.L114.3,LTC4S; MGST2; MGST3,Cirobu.g00010726
KH.L114.4,KH.L114.4,Cirobu.g00010727
KH.L114.5,KH.L114.5,Cirobu.g00010728
KH.L114.7,ANKIB1; RNF19A; RNF19B,Cirobu.g00010729
KH.L114.8,MS4A1; MS4A12; MS4A4A,Cirobu.g00010730
KH.L114.9,B3GALNT1; B3GALT5; B3GNT3,Cirobu.g00010731
KH.L11.5,CFP; HMCN1; SPON1,Cirobu.g00010674
KH.L115.1,KH.L115.1,Cirobu.g00010732
KH.L115.2,KLHL12; KLHL18; KLHL20,Cirobu.g00010733
KH.L115.3,KH.L115.3,Cirobu.g00010734
KH.L115.4,KH.L115.4,Cirobu.g00010735
KH.L11.6,SET; SETSIP; TSPYL1,Cirobu.g00010675
KH.L116.1,KIDINS220; NKPD1,Cirobu.g00010736
KH.L116.10,QPCT; QPCTL,Cirobu.g00010737
KH.L116.100,LGR5; LRIG2; LRIG3,Cirobu.g00010738
KH.L116.101,DCXR; HSD17B14; PECR,Cirobu.g00010739
KH.L116.11,KH.L116.11,Cirobu.g00010740
KH.L116.12,ITCH; WWP1; WWP2,Cirobu.g00010741
KH.L116.13,CYP2A13; CYP2A6; CYP2U1,Cirobu.g00010742
KH.L116.14,GAL3ST1; GAL3ST2; GAL3ST3,Cirobu.g00010743
KH.L116.15,COQ5; METTL27; METTL7A,Cirobu.g00010744
KH.L116.16,EARS2; EPRS; QARS,Cirobu.g00010745
KH.L116.17,KH.L116.17,Cirobu.g00010746
KH.L116.18,KH.L116.18,Cirobu.g00010747
KH.L116.19,RPS27A; UBB; UBC,Cirobu.g00010748
KH.L116.2,SELE; SELP; SRPX2,Cirobu.g00010749
KH.L116.20,CNBD1; CNBD2,Cirobu.g00010750
KH.L116.21,CTRL; OVCH1; OVCH2,Cirobu.g00010751
KH.L116.22,TMED2; TMED3; TMED7,Cirobu.g00010752
KH.L116.23,UBAP1; UBAP1L,Cirobu.g00010753
KH.L116.24,KH.L116.24,Cirobu.g00010754
KH.L116.25,IMPACT,Cirobu.g00010755
KH.L116.26,NSDHL; SDR42E1; SDR42E2,Cirobu.g00010756
KH.L116.27,C1QBP,Cirobu.g00010757
KH.L116.28,UAP1L1; UGP2,Cirobu.g00010758
KH.L116.29,KH.L116.29,Cirobu.g00010759
KH.L116.3,ACSM4,Cirobu.g00010760
KH.L116.30,AARS; AARS2,Cirobu.g00010761
KH.L116.31,ARL6IP4,Cirobu.g00010762
KH.L116.32,LHCGR; RXFP1; TSHR,Cirobu.g00010763
KH.L116.33,KH.L116.33,Cirobu.g00010764
KH.L116.34,P4HB; PDIA2; PDILT,Cirobu.g00010765
KH.L116.36,NVL; SPATA5; VCP,Cirobu.g00010766
KH.L116.37,DENR,Cirobu.g00010767
KH.L116.38,ATP2A1; ATP2A2; ATP2A3,Cirobu.g00010768
KH.L116.39,KH.L116.39,Cirobu.g00010769
KH.L116.4,SPNS1; SPNS2; SPNS3,Cirobu.g00010770
KH.L116.40,ATP2A1; ATP2A2; ATP2A3,Cirobu.g00010771
KH.L116.41,KH.L116.41,Cirobu.g00010772
KH.L116.42,KH.L116.42,Cirobu.g00010773
KH.L116.43,TTI2,Cirobu.g00010774
KH.L116.44,KH.L116.44,Cirobu.g00010775
KH.L116.45,METTL27,Cirobu.g00010776
KH.L116.46,B4GALT1; INTS3,Cirobu.g00010777
KH.L116.47,NUP43; SNRNP40; WDR92,Cirobu.g00010778
KH.L116.49,FSTL4; FSTL5; TMEFF2,Cirobu.g00010779
KH.L116.5,GLMN,Cirobu.g00010780
KH.L116.50,GSTT1; GSTT2B,Cirobu.g00010781
KH.L116.51,KIDINS220; NKPD1,Cirobu.g00010782
KH.L116.52,TBC1D10A; TBC1D10B; TBC1D10C,Cirobu.g00010783
KH.L116.53,B4GALT2; B4GALT5; B4GALT6,Cirobu.g00010784
KH.L116.54,CD63; TSPAN11; TSPAN17,Cirobu.g00010785
KH.L116.55,METTL27; METTL7A,Cirobu.g00010786
KH.L116.56,TMEM198,Cirobu.g00010787
KH.L116.57,PMF1,Cirobu.g00010788
KH.L116.58,TMEM260,Cirobu.g00010789
KH.L116.59,ALDH1A1; ALDH1A3; ALDH7A1,Cirobu.g00010790
KH.L116.6,FAM162A; FAM162B,Cirobu.g00010791
KH.L116.60,RSPH9,Cirobu.g00010792
KH.L116.61,PRMT1; PRMT3; PRMT8,Cirobu.g00010793
KH.L116.62,C20orf24; TGIF2-C20orf24,Cirobu.g00010794
KH.L116.63,CXorf56,Cirobu.g00010795
KH.L116.64,SLC22A2; SLC22A3; SLC22A4,Cirobu.g00010796
KH.L116.65,KH.L116.65,Cirobu.g00010797
KH.L116.66,DCBLD2; MFGE8; RS1,Cirobu.g00010798
KH.L116.67,TMPPE,Cirobu.g00010799
KH.L116.68,EMC6,Cirobu.g00010800
KH.L116.69,CKAP5; CLASP1; CLASP2,Cirobu.g00010801
KH.L116.7,MUC6,Cirobu.g00010802
KH.L116.70,AGMAT; ARG1; ARG2,Cirobu.g00010803
KH.L116.71,SPATC1; SPATC1L,Cirobu.g00010804
